prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue,sky_direct_shortfall
spark,2026-03,2026-03-01,2026-03-31,31,5436378.798363220640333741202,0,0,5436378.798363220640333741202,9882864.254499373061780908610,0
