prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue
grove,2026-03,2026-03-01,2026-03-31,31,4080590.203670152036751594429,6275.42501162098737657516,0,4086865.628681773024128169589,8193317.202973298020556493970
