prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue,sky_direct_shortfall
grove,2026-02,2026-02-01,2026-02-28,28,859729.2539978886980663941804,5799.04905583202067190828,0,865528.3030537207187383024604,5640012.593752379222789605695,0
