prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue,sky_direct_shortfall
spark,2026-01,2026-01-01,2026-01-31,31,5661691.696826813633773528250,0,0,5661691.696826813633773528250,10477411.26228933133655825835,0
