prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue,sky_direct_shortfall
grove,2026-01,2026-01-01,2026-01-31,31,5870545.777329855674365755096,6263.83662203273056384763,0,5876809.613951888404929602726,6526237.692810216081696846595,532390.0236790520947604089858
