prime_id,month,period_start,period_end,n_days,prime_agent_revenue,agent_rate,distribution_rewards,prime_agent_total_revenue,sky_revenue,sky_direct_shortfall
spark,2026-02,2026-02-01,2026-02-28,28,5015853.428623761159483332855,0,0,5015853.428623761159483332855,9887606.690451824334006158052,0
